time_stamp	px_state	py_state	v_state	yaw_angle_state	yaw_rate_state	sensor_type	NIS	px_measured	py_measured	px_ground_truth	py_ground_truth	vx_ground_truth	vy_ground_truth
1477010451009669	4.41648	-11.3229	-2.98271	-1.15071	-0.855999	radar	24.7413	4.47442	-11.3673	4.5	-11.35	-1.0008	4.0032
1477010451059629	4.38257	-11.1751	-2.97661	-1.21155	-0.874095	lidar	0.252271	4.44059	-11.1496	4.45	-11.15	-1.0008	4.00321
1477010451114691	4.37998	-11.0558	-2.77234	-1.28202	-0.897166	radar	11.8088	4.43713	-11.024	4.45	-11.05	0	1.81614
1477010451169754	4.36925	-10.9065	-2.75733	-1.35008	-0.91649	lidar	0.427521	4.45136	-10.93	4.45	-10.95	0	1.81612
1477010451224789	4.3479	-10.7595	-2.74688	-1.40561	-0.922047	radar	0.119604	4.44745	-10.786	4.45	-10.8	0	2.72555
1477010451279824	4.36042	-10.6097	-2.73235	-1.47812	-0.94454	lidar	0.623932	4.45788	-10.6457	4.45	-10.65	0	2.72554
1477010451334789	4.35908	-10.4656	-2.7173	-1.53521	-0.950714	radar	0.283124	4.46329	-10.5756	4.45	-10.5	0	2.729
1477010451389755	4.37868	-10.3165	-2.71175	-1.60152	-0.965062	lidar	0.248619	4.44057	-10.3382	4.45	-10.35	0	2.72898
1477010451444763	4.40198	-10.1724	-2.69163	-1.66635	-0.979065	radar	0.316999	4.51895	-10.2367	4.5	-10.2	0.908962	2.72687
1477010451499772	4.45278	-10.0235	-2.69201	-1.74293	-1.00176	lidar	0.569897	4.54925	-10.0439	4.55	-10.05	0.908954	2.72685
1477010451554732	4.48284	-9.87946	-2.70127	-1.79518	-0.996491	radar	0.432702	4.63224	-9.9707	4.6	-9.9	0.909756	2.72927
1477010451609692	4.54885	-9.73384	-2.70757	-1.87005	-1.01614	lidar	0.473244	4.63755	-9.74952	4.65	-9.75	0.909752	2.72926
1477010451664722	4.56485	-9.5769	-2.75859	-1.88904	-0.96603	radar	2.08954	4.60757	-9.4335	4.7	-9.6	0.90859	2.72578
1477010451719753	4.64675	-9.43436	-2.76789	-1.96286	-0.985868	lidar	0.602679	4.74589	-9.4609	4.75	-9.45	0.908586	2.72576
1477010451774708	4.72247	-9.29983	-2.76485	-2.0281	-0.998128	radar	0.45116	4.89179	-9.39473	4.85	-9.3	1.81967	2.72952
1477010451829663	4.83065	-9.15615	-2.79625	-2.10661	-1.01962	lidar	0.83403	4.94849	-9.13867	4.95	-9.15	1.81967	2.72951
1477010451879669	4.91379	-9.03581	-2.8013	-2.16578	-1.02976	radar	0.12133	4.95209	-8.96272	5	-9.05	0.999884	1.99977
1477010451929676	5.00453	-8.92549	-2.80292	-2.22345	-1.03555	lidar	0.104781	5.04121	-8.94979	5.05	-8.95	0.999874	1.99974
1477010451984680	5.07604	-8.80022	-2.8031	-2.24662	-0.986724	radar	1.723	5.20806	-8.88942	5.15	-8.8	1.81805	2.72708
1477010452039685	5.19677	-8.67221	-2.83404	-2.31054	-0.99414	lidar	0.375544	5.26887	-8.63564	5.25	-8.65	1.81803	2.72705
1477010452089696	5.29722	-8.56871	-2.83853	-2.35986	-0.99212	radar	0.0830407	5.3785	-8.56768	5.35	-8.55	1.99956	1.99957
1477010452139708	5.41123	-8.46256	-2.85973	-2.41265	-0.993871	lidar	0.149248	5.44864	-8.42738	5.45	-8.45	1.99954	1.99954
1477010452194711	5.49844	-8.35279	-2.83673	-2.42736	-0.935043	radar	2.24882	5.56465	-8.44845	5.5	-8.35	0.909045	1.81807
1477010452249714	5.6032	-8.25412	-2.82024	-2.47164	-0.929447	lidar	0.234939	5.53862	-8.24357	5.55	-8.25	0.909045	1.81808
1477010452304738	5.67861	-8.13493	-2.7904	-2.46218	-0.841294	radar	4.66964	5.64921	-8.02513	5.7	-8.1	2.72608	2.72608
1477010452359763	5.81238	-8.02419	-2.82313	-2.50702	-0.838128	lidar	0.345898	5.85094	-7.95601	5.85	-7.95	2.72606	2.72606
1477010452414768	5.90585	-7.91271	-2.79973	-2.50738	-0.769548	radar	2.94583	5.93492	-7.84119	5.95	-7.85	1.81801	1.81801
1477010452469773	6.03968	-7.80645	-2.82772	-2.54535	-0.764108	lidar	0.304503	6.05986	-7.73559	6.05	-7.75	1.81802	1.81801
1477010452524779	6.12956	-7.69503	-2.7908	-2.53327	-0.682009	radar	4.28119	6.13741	-7.63243	6.15	-7.65	1.81798	1.81798
1477010452579785	6.25893	-7.5967	-2.80611	-2.56567	-0.676632	lidar	0.157501	6.25659	-7.54336	6.25	-7.55	1.81798	1.81798
1477010452634722	6.3586	-7.49276	-2.77392	-2.55929	-0.6092	radar	3.0234	6.39143	-7.46358	6.35	-7.45	1.82027	1.82027
1477010452689660	6.48189	-7.4028	-2.7754	-2.58724	-0.604155	lidar	0.127247	6.452	-7.36418	6.45	-7.35	1.82025	1.82025
1477010452739683	6.59717	-7.31983	-2.78183	-2.61094	-0.598183	radar	0.739825	6.47916	-7.09783	6.6	-7.25	2.99862	1.99908
1477010452789706	6.72842	-7.22883	-2.81503	-2.63321	-0.589854	lidar	0.433022	6.7556	-7.14598	6.75	-7.15	2.99862	1.99908
1477010452844772	6.79441	-7.10451	-2.72201	-2.5731	-0.44767	radar	14.2735	6.68682	-6.93297	6.8	-7.05	0.908005	1.816
1477010452899838	6.91341	-7.01118	-2.72419	-2.58851	-0.439247	lidar	0.350093	6.86356	-6.94732	6.85	-6.95	0.908	1.81601
1477010452954812	7.04465	-6.93368	-2.729	-2.61382	-0.440819	radar	0.0244192	7.08741	-6.92602	7	-6.85	2.72856	1.81904
